fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,exchange_code,exchange_name,avg_vol_3month,avg_vol_10day,total_net_assets,day50_moving_average,day200_moving_average,week52_high_low_change,week52_high_low_change_perc,week52_high,week52_high_change,week52_high_change_perc,week52_low,week52_low_change,week52_low_change_perc,investment_strategy,fund_yield,inception_date,annual_holdings_turnover,investment_type,size_type,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,asset_stocks,asset_bonds,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_book_ratio,fund_price_cashflow_ratio,fund_price_earning_ratio,fund_price_sales_ratio,fund_bond_maturity,fund_bond_duration,fund_bonds_us_government,fund_bonds_aaa,fund_bonds_aa,fund_bonds_a,fund_bonds_bbb,fund_bonds_bb,fund_bonds_b,fund_bonds_below_b,fund_bonds_others,top10_holdings,top10_holdings_total_assets,returns_as_of_date,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,years_up,years_down,fund_return_2020,fund_return_2019,fund_return_2018,fund_return_2017,fund_return_2016,fund_return_2015,fund_return_2014,fund_return_2013,fund_return_2012,fund_return_2011,fund_return_2010,fund_return_2009,fund_return_2008,fund_return_2007,fund_return_2006,fund_return_2005,fund_return_2004,fund_return_2003,fund_return_2002,fund_return_2001,fund_return_2000,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_5years,fund_beta_5years,fund_mean_annual_return_5years,fund_r_squared_5years,fund_stdev_5years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years,fund_alpha_10years,fund_beta_10years,fund_mean_annual_return_10years,fund_r_squared_10years,fund_stdev_10years,fund_sharpe_ratio_10years,fund_treynor_ratio_10years
GSEW,Alger Mid Cap Growth Fund Class,Alger Mid Cap Growth Fund Class A,Large Blend,Alger,BTS,BATS,48288,40190.0,775949056.0,70.075,66.909,16.63,0.22818,72.88,-4.5,-0.06175,56.25,12.13,0.21564,"The investment seeks long-term capital appreciation. Under normal circumstances, the fund invests at least 80% of its net assets in equity securities of companies that, at the time of purchase of the securities, have total market capitalization within the range of companies included in the Russell Midcap Growth Index or the S&P MidCap 400 Index, as reported by the indexes as of the most recent quarter-end. Both indexes are designed to track the performance of medium-capitalization stocks.",0.0119,2017-09-12,0.48,Blend,Large,0.0009,0.0036,1.0,0.0,0.0355,0.0522,0.1098,0.0622,0.031,0.1148,0.157,0.1211,0.0566,0.21,0.0499,3.82,16.35,25.02,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DISCA (""Discovery Inc Class A""): 0.0201, DOCU (""DocuSign Inc""): 0.0201, HEI (""Heico Corp""): 0.0186, GENI. L (""Genius Sports Ltd""): 0.0177, VEEV (""Veeva Systems Inc Class A""): 0.0176, TECH (""Bio-Techne Corp""): 0.017, ""Warrant on Forte Biosciences Inc Ordinary Shares"": 0.0161, PINS (""Pinterest Inc""): 0.0158, ROKU (""Roku Inc Class A""): 0.0158, SQ (""Square Inc A""): 0.0158",0.0256,2021-06-30,0.1696,0.075,0.0195,-0.0025,0.0823,0.032,0.467,0.1718,0.0,0.0,2.0,1.0,0.16222,0.30496,-0.07284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.52,1.1,1.51,95.82,20.8,0.81,14.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSIE,Disciplined Core Value Fund - I,American Century Disciplined Core Value Fund I Class,Foreign Large Blend,American Century Investments,PCX,NYSEArca,458461,598240.0,2589396224.0,35.024,34.799,5.42,0.14857,36.48,-2.52,-0.06908,31.06,2.9,0.09337,"The investment seeks long-term capital growth; income is a secondary consideration. In selecting stocks for the fund, the managers use quantitative and qualitative management techniques in a multi-step process. The managers evaluate stocks, primarily large capitalization, publicly traded U.S. companies based on an objective set of measures, including valuation, quality, growth, and sentiment. The portfolio managers use quantitative models to build a portfolio of stocks from the ranking that they believe will provide the optimal balance between risk and expected return.",0.0194,2015-11-06,0.2,Blend,Large,0.0025,0.0037,0.9993,0.0,0.0753,0.0601,0.1215,0.1299,0.0265,0.1565,0.126,0.1512,0.018,0.0956,0.0394,2.07,9.92,19.43,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"JPM (""JPMorgan Chase & Co""): 0.0194, IWD (""iShares Russell 1000 Value ETF""): 0.0193, KR (""The Kroger Co""): 0.017, ARW (""Arrow Electronics Inc""): 0.0141, TSN (""Tyson Foods Inc Class A""): 0.0141, BRK. B (""Berkshire Hathaway Inc Class B""): 0.0139, WBA (""Walgreens Boots Alliance Inc""): 0.0139, ANTM (""Anthem Inc""): 0.0137, JNJ (""Johnson & Johnson""): 0.0132, BAC (""Bank of America Corp""): 0.013",0.0903,2021-06-30,0.1092,0.0411,-0.0041,0.0128,0.067,0.0562,0.341,0.0849,0.1045,0.0,4.0,1.0,0.08017,0.22221,-0.12928,0.25733,0.01685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.71,0.98,0.8,97.21,17.44,0.48,7.36,-0.15,0.97,0.93,96.55,14.38,0.69,9.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSIG,Alger Portfolios - Alger Mid Ca,Alger Mid Cap Growth Portfolio Class I-2,Short-Term Bond,Alger,PCX,NYSEArca,638,460.0,27625298.0,49.862,50.146,1.3,0.0256,50.79,-1.1998,-0.02362,49.49,0.1002,0.00202,"The investment seeks long-term capital appreciation. The advisor focuses on mid-sized companies that the advisor believes demonstrate promising growth potential. Under normal circumstances, it invests at least 80% of its net assets in equity securities of companies that, at the time of purchase of the securities, have total market capitalization within the range of companies included in the Russell Midcap Growth Index or the S&P MidCap 400 Index, as reported by the indexes as of the most recent quarter-end. Both indexes are designed to track the performance of medium-capitalization stocks.",0.0,2020-07-07,0.03,None,None,0.0014,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.76,0.0,0.0155,0.0456,0.3654,0.5546,0.0189,0.0,0.0,0.0,"FRTY (""Alger Mid Cap 40 ETF""): 0.0335, DISCA (""Discovery Inc Class A""): 0.0203, DOCU (""DocuSign Inc""): 0.02, HEI (""Heico Corp""): 0.0184, GENI. L (""Genius Sports Ltd""): 0.0179, ""Warrant on Forte Biosciences Inc Ordinary Shares"": 0.0179, VEEV (""Veeva Systems Inc Class A""): 0.0174, TECH (""Bio-Techne Corp""): 0.017, ROKU (""Roku Inc Class A""): 0.016, SQ (""Square Inc A""): 0.0159",0.1259,2021-06-30,-0.0004,0.0293,-0.0009,0.0014,0.0058,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSLC,Invesco High Yield Fund Class A,Invesco High Yield Fund Class A,Large Blend,Invesco,PCX,NYSEArca,347374,317120.0,13078893568.0,90.746,85.984,21.55,0.2272,94.85,-4.08,-0.04302,73.3,17.46999,0.23834,"The investment seeks total return through growth of capital and current income. The fund invests, under normal circumstances, at least 80% of its net assets (plus any borrowings for investment purposes) in debt securities that are determined to be below investment grade quality, and in derivatives and other instruments that have economic characteristics similar to such securities. It may invest in preferred stocks and convertible securities, which are securities that generally pay interest and may be converted into common stock. The fund may invest up to 25% of its net assets in foreign securities.",0.0106,2015-09-17,0.17,Blend,Large,0.0009,0.0036,1.0,0.0,0.0131,0.11,0.1389,0.0855,0.009,0.0983,0.1512,0.0827,0.0196,0.2739,0.0178,4.89,15.96,26.14,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Macy's, Inc. 8.38%"": 0.0203, TRPXX (""Invesco Shrt-Trm Inv Treasury Instl""): 0.0152, LAPXX (""Invesco Shrt-Trm Inv Liq Assets Instl""): 0.0148, ""Camelot Finance S. A. 4.5%"": 0.0142, ""Aethon United Br Lp / Aethon United Finance Corporation 8.25%"": 0.0133, AGPXX (""Invesco Shrt-Trm Inv Gov&Agcy Instl""): 0.0133, ""ALTICE FRANCE S. A 7.38%"": 0.0128, ""OneMain Financial Corporation 5.38%"": 0.0108, ""T-Mobile US, Inc. 7.88%"": 0.0106, ""AKUMIN INC 7%"": 0.0103",0.2273,2021-06-30,0.1429,0.075,0.0313,-0.0025,0.0902,0.032,0.3911,0.1816,0.1713,0.0,4.0,1.0,0.18909,0.3091,-0.04011,0.22486,0.08657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.98,1.54,99.51,18.16,0.94,17.33,-0.14,0.98,1.42,99.32,14.71,1.07,16.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSPY,Amana Growth Fund Institutional,Amana Mutual Funds Trust Growth Fund Institutional,Large Blend,Amana,PCX,NYSEArca,16095,1640.0,45686312.0,24.316,23.117,5.37,0.21335,25.17,-0.9194,-0.03653,19.8,4.4506,0.22478,"The investment seeks long-term capital growth, consistent with Islamic principles. The fund normally invests at least 80% of total net assets in common stocks. It invests only in common stocks, including foreign stocks. Investment decisions are made in accordance with Islamic principles. The fund diversifies its investments across industries and companies, and principally follows a large-cap value investment style.",0.0,2020-12-28,0.0,Blend,Large,0.005,0.0036,0.9989,0.0,0.019,0.1265,0.126,0.092,0.0186,0.1171,0.1079,0.1122,0.0146,0.2554,0.0108,4.82,14.93,24.74,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AAPL (""Apple Inc""): 0.0869, ADBE (""Adobe Inc""): 0.0738, INTU (""Intuit Inc""): 0.0695, ASML (""ASML Holding NV ADR""): 0.067, TSM. TW (""Taiwan Semiconductor Manufacturing Co Ltd ADR""): 0.0463, EL (""The Estee Lauder Companies Inc Class A""): 0.0459, A (""Agilent Technologies Inc""): 0.0419, TRMB (""Trimble Inc""): 0.0387, QCOM (""Qualcomm Inc""): 0.036, CHD (""Church & Dwight Co Inc""): 0.0322",0.3308,2021-06-30,0.1544,0.075,0.0199,-0.0025,0.0822,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTIP,MainGate MLP Fund Class A,MainGate MLP Fund Class A,Inflation-Protected Bond,MainGate Trust,BTS,BATS,30461,40800.0,103947792.0,58.324,57.733,3.71,0.06243,59.43,-0.75,-0.01262,55.72,2.96,0.05312,"The investment seeks total return. The fund seeks to generate total return, comprised of capital appreciation and income, by investing in master limited partnership interests. It seeks to achieve its investment objective by investing at least 80% of its net assets (plus borrowings for investment purposes) in MLP interests under normal circumstances. MLPs are publicly traded partnerships primarily engaged in the transportation, storage, processing, refining, marketing, exploration, production, and mining of minerals and natural resources. Under normal circumstances, the fund concentrates its investments in MLPs in the energy sector. It is non-diversified.",0.0164,2018-10-02,0.43,None,None,0.0012,0.0016,0.0,0.9986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98,7.66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ET (""Energy Transfer LP""): 0.1263, MPLX (""MPLX LP Partnership Units""): 0.1167, WES (""Western Midstream Partners LP""): 0.0999, TRGP (""Targa Resources Corp""): 0.0938, EPD (""Enterprise Products Partners LP""): 0.0804, MMP (""Magellan Midstream Partners LP""): 0.0733, ENLC (""EnLink Midstream LLC""): 0.0603, PAGP (""Plains GP Holdings LP Class A""): 0.0596, PAA (""Plains All American Pipeline LP""): 0.0517, CEQP (""Crestwood Equity Partners LP""): 0.0483",0.4186,2021-06-30,0.017,0.0625,0.0069,0.0064,0.0316,0.0083,0.0635,0.0,0.0,0.0,2.0,0.0,0.109,0.08344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUNR,Aegon Emerging Markets Debt Fun,Aegon Emerging Markets Debt Fund Institutional Shares,Natural Resources,Aegon Asset Management US,PCX,NYSEArca,1212414,1963100.0,5491100160.0,38.408,37.916,8.99,0.21986,40.89,-3.38,-0.08266,31.9,5.61,0.17586,"The investment seeks to maximize total return, consisting of income and capital appreciation. Under normal circumstances, the fund invests at least 80% of its net assets, plus any borrowings for investment purposes, in emerging markets debt securities and other instruments, including derivatives and exchange-traded funds (""ETFs""), with economic characteristics similar to such securities. It may also utilize derivatives, principally options, futures contracts, forward contracts and swap agreements, to gain or hedge (i.e., offset) exposure to securities, markets, currencies, or other instruments.",0.0246,2011-09-16,0.29,Value,Large,0.0046,0.0048,0.0,0.0,0.4725,0.0,0.0,0.1574,0.3073,0.0,0.0,0.0084,0.0124,0.0,0.0422,1.87,9.41,17.34,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ZFM21 (""5 Year Treasury Note Future June 21""): 0.052, ""Russian Federation 7.05%"": 0.0305, ""Indonesia (Republic of) 6.62%"": 0.0276, ""Qatar (State of) 4.5%"": 0.0259, ""Malaysia (Government Of) 3.9%"": 0.0254, ""Sinopec Group Overseas Development (2015) Limited 4.1%"": 0.024, ""People's Bank of China 2.7%"": 0.0237, ""Indonesia (Republic of) 4.1%"": 0.0221, ""Ukraine (Republic of) 0%"": 0.0217, ""BNTNF 10 01/01/23"": 0.0208",0.3362,2021-06-30,0.192,0.2041,-0.0224,0.0047,0.0648,0.0546,0.4247,0.076,0.1084,0.0,5.0,4.0,0.00733,0.1807,-0.09217,0.18455,0.30912,-0.24472,-0.07438,-0.00453,0.08476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.92,1.17,0.81,86.47,22.65,0.38,5.35,-4.6,1.14,1.01,81.06,18.4,0.59,8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GVIP,AQR Large Cap Momentum Style Fu,AQR Large Cap Momentum Style Fund Class I,Large Growth,AQR Funds,PCX,NYSEArca,5819,7380.0,220974224.0,102.435,99.949,19.919,0.18724,106.38,-8.1231,-0.07636,86.461,11.7959,0.13643,"The investment seeks long-term capital appreciation. The fund pursues a momentum investment style by investing primarily in equity or equity-related securities (including, but not limited to, exchange-traded funds, equity index futures and real estate investment trusts) of large-cap companies traded on a principal U.S. exchange or over-the-counter market that the Adviser determines to have positive momentum. Under normal market circumstances, it will invest at least 80% of its net assets (including any borrowings for investment purposes) in large-cap U.S. companies.",0.0,2016-11-01,1.24,Growth,Large,0.0045,0.0039,1.0,0.0,0.0158,0.1804,0.1616,0.0,0.0202,0.1506,0.0764,0.0408,0.0,0.3365,0.0176,4.09,18.91,28.38,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AAPL (""Apple Inc""): 0.0734, AMZN (""Amazon.com Inc""): 0.0667, GOOGL (""Alphabet Inc A""): 0.032, GOOGL (""Alphabet Inc Class A""): 0.032, TSLA (""Tesla Inc""): 0.0267, FB (""Facebook Inc A""): 0.0199, FB (""Facebook Inc Class A""): 0.0199, ""Ubs Money Ser"": 0.018, NVDA (""NVIDIA Corp""): 0.0174, MSFT (""Microsoft Corp""): 0.0141",0.2293,2021-06-30,0.1149,0.048,0.0299,0.0031,0.078,0.0511,0.5465,0.231,0.0,0.0,3.0,1.0,0.44144,0.30043,-0.06665,0.25559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.17,1.96,89.22,23.01,0.97,18.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GXF,American Beacon Mid-Cap Value F,American Beacon Mid-Cap Value Fund Investor Class,Miscellaneous Region,American Beacon,PCX,NYSEArca,3285,251.0,37247176.0,32.104,30.797,6.84,0.20504,33.36,-1.186,-0.03555,26.52,5.6542,0.21321,"The investment seeks long-term capital appreciation and current income. Under normal circumstances, at least 80% of the fund's net assets (plus the amount of any borrowings for investment purposes) are invested in equity securities of middle market capitalization U.S. companies. These companies have market capitalizations within the market capitalization range of the companies in the Russell Midcap© Index at the time of investment.",0.0162,2009-08-17,0.049,Growth,Large,0.0051,0.0053,1.0,0.0,0.0,0.012,0.0517,0.0432,0.0514,0.1918,0.204,0.2967,0.0,0.1061,0.043,3.23,16.17,18.88,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GVSXX (""State Street Instl US Govt MMkt Slct""): 0.031, ""Future on S&P Mid 400 Jun21"": 0.0292, AXS (""Axis Capital Holdings Ltd""): 0.0226, PRG (""PROG Holdings Inc Ordinary Shares""): 0.0168, AIG (""American International Group Inc""): 0.0161, MGP (""MGM Growth Properties LLC A""): 0.0157, AER (""AerCap Holdings NV""): 0.0137, EIX (""Edison International""): 0.0133, FNF (""Fidelity National Financial Inc""): 0.0133, OLN (""Olin Corp""): 0.0133",0.5382,2021-06-30,0.1351,0.0,-0.0134,0.0,0.088,0.0,0.4473,0.153,0.1176,0.0724,6.0,5.0,0.26531,0.14552,-0.10482,0.2368,-0.08279,-0.0016,-0.04642,0.28179,0.25989,-0.18237,0.23878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,0.94,1.3,86.5,17.79,0.8,14.66,1.23,0.95,1.03,80.95,15.39,0.72,11.16,1.88,1.02,0.71,82.83,16.91,0.46,6.53
GXTG,"AMCAP Fund, Class F-1 Shares",American Funds AMCAP Fund Class F-1,None,American Funds,NGM,NasdaqGM,15966,22630.0,101523416.0,50.49,50.125,24.175,0.36386,66.44,-21.48,-0.3233,42.265,2.695,0.06376,"The investment seeks long-term growth of capital. The fund invests primarily in common stocks of U.S. companies that have solid long-term growth records and the potential for good future growth. The basic investment philosophy of the investment adviser is to seek to invest in attractively valued companies that, in its opinion, represent good, long-term investment opportunities.",0.0044,2019-10-25,0.0,Growth,Medium,0.005,0.0,0.998,0.0,0.0451,0.1249,0.0216,0.0037,0.0008,0.0434,0.2634,0.0848,0.0102,0.4021,0.0,5.21,26.07,41.07,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MSFT (""Microsoft Corp""): 0.0461, NFLX (""Netflix Inc""): 0.0414, AMZN (""Amazon.com Inc""): 0.0285, FB (""Facebook Inc Class A""): 0.0282, ABT (""Abbott Laboratories""): 0.026, UNH (""UnitedHealth Group Inc""): 0.0245, AVGO (""Broadcom Inc""): 0.0228, GOOGL (""Alphabet Inc Class A""): 0.0226, EOG (""EOG Resources Inc""): 0.0211, GOOG (""Alphabet Inc Class C""): 0.0203",0.9991,2021-05-31,0.1091,0.0,-0.0206,0.0,-0.0386,0.0,0.6754,0.0,0.0,0.0,1.0,0.0,0.61741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HACK,"American Growth Fund, Inc. - Cl",American Growth Fund Series One Class B,Technology,American Growth,PCX,NYSEArca,190151,186070.0,2270508032.0,64.096,60.695,16.5,0.24275,67.97,-9.07,-0.13344,51.47,7.43,0.14436,"The investment seeks growth of capital. The fund uses a consistent approach to build the fund's security portfolio which is made up primarily of common stocks and securities convertible into common stock. These securities are issued by large companies, and to a lesser extent, small and mid-sized companies. When a company's fundamentals are strong, the managers believe earnings growth will follow.",0.001,2014-11-11,0.33,Growth,Medium,0.006,0.0053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0641,0.0,0.9359,0.0,5.18,21.05,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GOOG (""Alphabet Inc Class C""): 0.087, MSFT (""Microsoft Corp""): 0.0811, AMZN (""Amazon.com Inc""): 0.0605, FB (""Facebook Inc A""): 0.0577, UNH (""UnitedHealth Group Inc""): 0.051, V (""Visa Inc Class A""): 0.0508, ZTS (""Zoetis Inc Class A""): 0.0383, MNST (""Monster Beverage Corp""): 0.0324, HD (""The Home Depot Inc""): 0.0308, ISRG (""Intuitive Surgical Inc""): 0.0286",0.2599,2021-06-30,0.054,0.1118,0.0362,-0.0288,0.1051,0.031,0.365,0.1881,0.2127,0.0,5.0,1.0,0.40826,0.23168,0.0706,0.19606,0.03235,-0.01665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.99,1.65,60.28,22.9,0.81,17.73,7.11,0.95,1.77,53.16,18.92,1.06,21.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAP,"American Growth Fund, Inc. - Cl",American Growth Fund Series One Class C,Natural Resources,American Growth,PCX,NYSEArca,10111,3620.0,76142640.0,47.425,46.324,12.05,0.2425,49.69,-3.49,-0.07024,37.64,8.56,0.22742,"The investment seeks growth of capital. The fund uses a consistent approach to build the fund's security portfolio which is made up primarily of common stocks and securities convertible into common stock. These securities are issued by large companies, and to a lesser extent, small and mid-sized companies. When a company's fundamentals are strong, the managers believe earnings growth will follow.",0.0205,2008-08-29,0.26,Value,Large,0.0049,0.0048,0.9981,0.0,0.3701,0.0,0.039,0.1537,0.2205,0.0,0.0018,0.1566,0.0066,0.0041,0.0475,1.94,9.33,18.86,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GOOG (""Alphabet Inc Class C""): 0.087, MSFT (""Microsoft Corp""): 0.0811, AMZN (""Amazon.com Inc""): 0.0605, FB (""Facebook Inc A""): 0.0577, UNH (""UnitedHealth Group Inc""): 0.051, V (""Visa Inc Class A""): 0.0508, ZTS (""Zoetis Inc Class A""): 0.0383, MNST (""Monster Beverage Corp""): 0.0324, HD (""The Home Depot Inc""): 0.0308, ISRG (""Intuitive Surgical Inc""): 0.0286",0.3225,2021-06-30,0.197,0.2041,-0.0291,0.0047,0.0311,0.0546,0.56,0.1043,0.1126,0.0382,8.0,4.0,0.06755,0.1834,-0.10675,0.17175,0.24934,-0.19398,-0.077,0.06588,0.09011,-0.11372,0.16587,0.45393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6,1.22,1.06,87.9,23.34,0.49,7.63,-4.93,1.19,1.03,84.93,18.71,0.6,8.44,-6.83,1.19,0.46,80.66,18.64,0.26,2.72
HART,American Growth Fund Series Two,American Growth Cannabis Fund Class E,Health,American Growth,PCX,NYSEArca,209,460.0,6867152.0,28.17,27.313,5.259,0.17701,29.71,-2.3344,-0.07857,24.451,2.9246,0.11961,"The investment seeks growth of capital; income is a secondary investment objective. The Adviser uses a consistent approach to build the fund's security portfolio which is made up primarily of common stocks involved in the legal cannabis and hemp businesses. It may also invest in securities convertible into common stock in companies involved in the legal cannabis and hemp business. These securities may be issued by large companies and also small and mid-sized companies, micro-cap companies as well as REITs.",0.0,2021-01-14,0.0,Blend,Large,0.0045,0.0049,0.999,0.0,0.0,0.0505,0.1845,0.072,0.0,0.0,0.6201,0.0097,0.0047,0.0586,0.0,5.35,15.59,27.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"WEED. TO (""Canopy Growth Corp""): 0.058, ""Tilray Inc"": 0.0549, ""GW Pharmaceuticals PLC ADR"": 0.0534, IIPR (""Innovative Industrial Properties Inc Registered Shs""): 0.0504, HEXO. TO (""HEXO Corp""): 0.0466, OGI. TO (""OrganiGram Holdings Inc""): 0.0465, GILD (""Gilead Sciences Inc""): 0.0442, SMG (""The Scotts Miracle Gro Co A""): 0.0433, ACB. TO (""Aurora Cannabis Inc""): 0.0432, CRON. TO (""Cronos Group Inc""): 0.0432",0.5097,2021-06-30,0.0,-0.038,0.0252,0.0241,0.0975,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAUZ,"American Mutual Fund, Class F-2",American Funds American Mutual Fund Class F-2,Pacific/Asia ex-Japan Stk,American Funds,PCX,NYSEArca,51417,63250.0,463717440.0,28.309,28.402,4.61,0.15164,30.4,-2.83,-0.09309,25.79,1.78,0.06902,"The investment seeks current income, growth of capital and conservation of principal. The fund invests primarily in common stocks of companies that are likely to participate in the growth of the American economy and whose dividends appear to be sustainable. It invests primarily in securities of issuers domiciled in the United States and Canada. The fund may also invest in bonds and other debt securities, including those issued by the U.S. government and by federal agencies and instrumentalities.",0.0507,2013-10-01,2.31,Value,Medium,0.001,0.0054,0.0,0.0,0.0002,0.0138,0.0084,0.0003,0.0003,0.0058,0.0006,0.0105,0.9593,0.0008,0.0001,1.05,13.62,14.44,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MSFT (""Microsoft Corp""): 0.0429, CMCSA (""Comcast Corp Class A""): 0.0321, GILD (""Gilead Sciences Inc""): 0.0271, AMGN (""Amgen Inc""): 0.022, LIN. L (""Linde PLC""): 0.0217, HD (""The Home Depot Inc""): 0.0204, RTX (""Raytheon Technologies Corp""): 0.0202, UNH (""UnitedHealth Group Inc""): 0.0192, ABT (""Abbott Laboratories""): 0.019, JPM (""JPMorgan Chase & Co""): 0.0184",0.1864,2021-06-30,0.0895,0.0984,0.0011,-0.0199,0.0636,0.01,0.2945,0.0354,0.0845,0.0,4.0,3.0,-0.0625,0.21129,-0.10802,0.28587,0.06023,-0.053,0.04166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.88,1.0,0.47,84.32,19.18,0.23,2.56,-2.07,0.98,0.77,83.24,15.63,0.52,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
